time,wx,wy,wz
0.5279741287231445,0.0,-0.01,-0.01
0.5381259918212891,0.0,0.0,0.0
0.54852294921875,0.0,-0.01,0.0
0.5579681396484375,0.0,-0.01,-0.01
0.5700850486755371,-0.01,-0.01,-0.01
0.5783462524414062,0.0,-0.01,-0.01
0.6029751300811768,0.0,-0.01,-0.01
0.6038269996643066,-0.01,-0.01,-0.01
0.6072640419006348,0.0,-0.01,0.0
0.6174781322479248,0.0,0.0,0.0
0.6273899078369141,0.0,-0.01,-0.01
0.6377041339874268,0.0,0.0,0.0
0.6474509239196777,0.0,0.0,0.05
0.6580591201782227,0.0,-0.01,0.16
0.6699209213256836,-0.01,-0.01,0.26
0.677976131439209,-0.01,-0.01,0.34
0.6971750259399414,-0.01,-0.02,0.01
0.6992039680480957,-0.04,-0.1,-0.28
0.7070910930633545,-0.09,-0.23,-0.28
0.7175569534301758,-0.16,-0.44,-0.07
0.7273340225219727,-0.21,-0.59,0.01
0.7379889488220215,-0.18,-0.25,-0.15
0.7475910186767578,-0.18,-0.19,-0.36
0.757775068283081,-0.3,-0.12,-0.47
0.7698490619659424,-0.27,0.06,-0.55
0.7775731086730957,-0.24,-0.09,-0.52
0.7970771789550781,-0.23,-0.25,-0.5
0.799166202545166,-0.29,-0.25,-0.49
0.8068900108337402,-0.36,-0.19,-0.45
0.8170690536499023,-0.39,-0.03,-0.27
0.8268051147460938,-0.32,-0.06,-0.11
0.8370180130004883,-0.26,-0.13,-0.07
0.8472490310668945,-0.23,-0.25,-0.11
0.8571550846099854,-0.23,-0.36,-0.18
0.8694639205932617,-0.16,-0.41,0.02
0.8772850036621094,-0.03,-0.85,0.18
0.8985562324523926,-0.01,-1.59,0.23
0.8998501300811768,-0.03,-2.29,0.12
0.9065070152282715,-0.08,-2.77,0.01
0.9164109230041504,-0.11,-3.13,-0.15
0.9266691207885742,-0.15,-3.24,-0.32
0.9366669654846191,-0.05,-3.7,0.11
0.9468379020690918,0.04,-4.37,0.26
0.9572010040283203,-0.03,-5.11,0.37
0.9694209098815918,0.16,-5.09,1.72
0.9768681526184082,0.79,-4.06,2.79
0.9956049919128418,1.11,-3.67,0.88
0.9967532157897949,-0.05,0.1,-0.87
1.0062289237976074,-0.14,-0.02,-0.51
1.0164680480957031,-0.78,0.08,-0.16
1.026388168334961,-0.73,1.05,-0.31
1.0370891094207764,-0.03,-0.83,-0.35
1.046584129333496,0.01,-1.38,-0.07
1.0567550659179688,0.06,-1.2,-0.08
1.070120096206665,0.6,-0.34,-0.37
1.0765440464019775,1.19,0.69,-0.74
1.098008155822754,1.51,1.32,-1.05
1.1001310348510742,1.77,1.78,-1.35
1.105916976928711,2.07,2.39,-1.53
1.116683006286621,2.31,2.65,-1.6
1.1260581016540527,2.51,2.83,-1.51
1.1360890865325928,2.47,2.96,-1.44
1.1458282470703125,2.32,3.07,-1.38
1.1564922332763672,2.17,3.06,-1.45
1.1702799797058105,2.12,3.04,-1.61
1.1761500835418701,2.21,2.97,-1.69
1.1975760459899902,2.53,2.73,-1.71
1.1996359825134277,2.96,2.53,-1.59
1.205517053604126,3.35,2.33,-1.49
1.2166950702667236,3.65,2.27,-1.58
1.225722074508667,3.83,2.33,-1.66
1.2357161045074463,3.92,2.38,-1.76
1.2457470893859863,4.07,1.75,-1.95
1.256040096282959,4.16,0.53,-2.11
1.2856402397155762,4.05,-0.84,-2.39
1.2867610454559326,3.29,-0.46,-2.9
1.2878499031066895,2.67,-0.17,-3.1
1.2950859069824219,1.3,0.09,-3.53
1.3055181503295898,-0.27,0.16,-3.99
1.3152310848236084,-1.35,0.22,-4.1
1.3253381252288818,-1.92,0.38,-4.25
1.3358900547027588,-1.99,2.19,-4.89
1.3460240364074707,-2.2,2.11,-3.83
1.3561921119689941,-2.57,-1.19,-2.4
1.3861870765686035,-2.56,-5.11,-1.25
1.3873751163482666,-1.72,-6.14,-0.64
1.3885231018066406,-0.71,-4.94,-0.17
1.3947992324829102,0.02,-1.83,0.03
1.4049041271209717,1.03,-0.28,0.14
1.4147801399230957,1.54,0.79,0.18
1.4249300956726074,1.35,1.0,0.08
1.435049057006836,0.62,0.5,-0.05
1.4451930522918701,0.06,0.33,0.03
1.4554681777954102,-0.24,0.83,0.14
1.486854076385498,-0.48,1.36,0.28
1.488008975982666,-0.59,1.32,0.4
1.489098072052002,-0.45,0.78,0.47
1.4944350719451904,-0.11,0.71,0.56
1.504568099975586,0.4,0.52,0.7
1.514578104019165,0.82,0.25,0.93
1.524644136428833,0.85,0.25,1.06
1.5352959632873535,0.57,0.39,1.11
1.544909954071045,0.2,0.2,1.15
1.5555601119995117,-0.07,-0.15,1.22
1.5868282318115234,-0.25,-0.42,1.31
1.587928056716919,-0.44,-0.47,1.31
1.5890679359436035,-0.65,-0.14,1.18
1.5940320491790771,-0.79,0.3,0.94
1.604154109954834,-0.85,0.42,0.64
1.6141571998596191,-0.74,0.35,0.37
1.6244029998779297,-0.44,0.18,0.17
1.634714126586914,-0.05,-0.08,-0.03
1.6445422172546387,0.41,-0.2,-0.39
1.6546869277954102,0.95,0.01,-0.72
1.684967041015625,1.33,0.11,-0.91
1.6860079765319824,1.53,-0.18,-0.91
1.6870942115783691,1.61,-0.49,-0.83
1.6939759254455566,1.59,-0.58,-0.73
1.703834056854248,1.5,-0.57,-0.63
1.7138550281524658,1.41,-0.64,-0.53
1.7239630222320557,1.36,-0.72,-0.44
1.734745979309082,1.32,-0.75,-0.36
1.7441821098327637,1.31,-0.81,-0.24
1.754319190979004,1.34,-0.75,-0.07
1.7673602104187012,1.36,-0.53,0.09
1.7868680953979492,1.35,-0.27,0.13
1.7878990173339844,1.35,-0.24,0.04
1.7933790683746338,1.37,-0.43,-0.09
1.8033661842346191,1.37,-0.57,-0.25
1.8134269714355469,1.36,-0.46,-0.39
1.8237950801849365,1.33,-0.18,-0.51
1.8353021144866943,1.29,0.0,-0.65
1.8439750671386719,1.25,0.09,-0.73
1.8538851737976074,1.23,0.19,-0.73
1.865516185760498,1.24,0.27,-0.61
1.885071039199829,1.3,0.25,-0.39
1.8861720561981201,1.46,0.17,-0.12
1.893005132675171,1.72,0.03,0.1
1.9031739234924316,2.03,-0.2,0.16
1.9132771492004395,2.29,-0.47,0.04
1.923363208770752,2.46,-0.64,-0.13
1.9353389739990234,2.59,-0.63,-0.22
1.9436421394348145,2.68,-0.58,-0.18
1.953726053237915,2.71,-0.62,-0.07
1.9653191566467285,2.67,-0.7,0.03
1.985260009765625,2.54,-0.71,0.1
1.9862360954284668,2.32,-0.7,0.11
1.9927170276641846,2.01,-0.8,0.1
2.002890110015869,1.65,-0.89,0.08
2.0129809379577637,1.33,-0.91,0.07
2.0232372283935547,1.06,-0.86,0.05
2.0331380367279053,0.87,-0.71,0.03
2.0433270931243896,0.73,-0.48,0.02
2.053297996520996,0.61,-0.3,0.06
2.0662002563476562,0.51,-0.22,0.17
2.0886800289154053,0.41,-0.16,0.34
2.089782238006592,0.3,-0.07,0.52
2.092327117919922,0.15,0.07,0.7
2.1024680137634277,-0.1,0.38,0.87
2.1122941970825195,-0.33,0.54,0.97
2.122772216796875,-0.5,0.5,0.99
2.132465124130249,-0.69,0.33,0.98
2.142928123474121,-0.87,0.13,0.96
2.1532161235809326,-1.06,-0.03,0.97
2.165904998779297,-1.26,-0.05,1.05
2.187939167022705,-1.47,0.09,1.14
2.1888070106506348,-1.73,0.42,1.22
2.1920619010925293,-2.04,0.82,1.26
2.2020790576934814,-2.37,1.16,1.17
2.212238073348999,-2.79,1.38,0.96
2.222249984741211,-3.36,1.41,0.72
2.2326202392578125,-4.05,1.16,0.57
2.242661952972412,-4.76,0.76,0.52
2.252662181854248,-5.34,0.34,0.51
2.2633330821990967,-5.69,0.01,0.46
2.285223960876465,-5.81,-0.16,0.48
2.287184238433838,-5.69,-0.34,0.55
2.291889190673828,-5.41,-0.64,0.66
2.303901195526123,-5.02,-0.98,0.74
2.3118419647216797,-4.53,-1.22,0.77
2.3218531608581543,-4.02,-1.39,0.8
2.332179069519043,-3.54,-1.53,0.86
2.3422820568084717,-3.08,-1.43,0.94
2.353037118911743,-2.66,-1.34,1.12
2.3650689125061035,-2.37,-1.24,1.36
2.3885321617126465,-2.16,-1.19,1.55
2.389432907104492,-2.0,-1.1,1.68
2.3909530639648438,-1.85,-1.08,1.84
2.401360034942627,-1.62,-0.88,1.96
2.411466121673584,-1.4,-0.6,1.91
2.421539068222046,-1.24,-0.34,1.76
2.431317090988159,-1.13,-0.09,1.56
2.4418070316314697,-1.01,0.49,1.4
2.4527249336242676,-0.94,0.96,1.35
2.4635109901428223,-0.97,1.02,1.32
2.4878621101379395,-0.97,0.85,1.28
2.488835096359253,-0.87,0.83,1.05
2.4906160831451416,-0.8,0.32,0.72
2.5016250610351562,-0.91,-0.42,0.36
2.5109081268310547,-1.04,-0.87,0.01
2.520961046218872,-1.13,-1.2,-0.15
2.5309882164001465,-1.2,-1.45,-0.08
2.541585922241211,-1.26,-1.6,0.0
2.5527710914611816,-1.3,-1.55,0.17
2.5631580352783203,-1.38,-1.43,0.34
2.5881941318511963,-1.45,-1.74,0.46
2.5891289710998535,-1.51,-2.42,0.54
2.590452194213867,-1.52,-3.14,0.55
2.6004061698913574,-1.42,-3.67,0.47
2.6106929779052734,-1.25,-4.05,0.3
2.6205990314483643,-1.01,-4.33,0.11
2.630774974822998,-0.71,-3.42,-0.06
2.6408119201660156,-0.64,2.97,0.06
2.651149034500122,-0.91,0.85,0.36
2.6630501747131348,-0.76,-1.71,0.52
2.688486099243164,-0.19,-3.21,0.5
2.6894171237945557,0.34,-4.69,0.45
2.6902809143066406,2.06,-3.39,-0.69
2.7002041339874268,4.06,-1.55,-1.97
2.710386037826538,3.74,-2.41,-1.81
2.720341205596924,0.47,2.52,0.53
2.7305331230163574,-0.51,0.88,1.38
2.7406959533691406,1.11,1.45,-0.16
2.750680923461914,0.58,2.24,0.45
2.7630391120910645,0.21,3.03,0.73
2.7872440814971924,0.58,3.6,0.42
2.788177013397217,0.32,3.73,0.61
2.7897539138793945,0.26,3.9,0.57
2.800097942352295,0.24,4.23,0.42
2.810166120529175,0.13,4.63,0.31
2.819927215576172,0.07,5.08,0.22
2.829745054244995,0.07,5.45,0.22
2.840062141418457,0.07,5.37,0.29
2.8501291275024414,0.07,5.08,0.42
2.862445116043091,0.04,4.3,0.61
2.888930082321167,0.14,-1.25,0.71
2.8898730278015137,0.12,-1.72,0.65
2.890810966491699,0.09,-0.09,0.65
2.8993639945983887,0.09,1.27,0.68
2.909860134124756,0.08,1.18,0.68
2.9195141792297363,0.07,0.2,0.52
2.9296250343322754,0.04,0.4,0.36
2.9397101402282715,0.01,0.75,0.12
2.949982166290283,-0.02,0.94,-0.15
2.961966037750244,-0.04,1.24,-0.38
2.9887962341308594,-0.05,1.76,-0.54
2.9897499084472656,-0.04,2.51,-0.64
2.9907240867614746,-0.02,3.74,-0.73
2.99914813041687,-0.42,0.72,-0.23
3.0093841552734375,0.17,-0.95,-0.32
3.019207000732422,-0.04,0.62,-0.15
3.029439926147461,-0.11,-0.42,-0.04
3.039431095123291,0.06,0.21,0.0
3.0494041442871094,-0.02,-0.03,0.0
3.0616090297698975,-0.01,-0.01,0.0
3.089970111846924,0.0,-0.01,0.0
3.0907411575317383,-0.01,-0.01,0.0
3.0913729667663574,-0.01,-0.01,0.0
3.098820209503174,0.0,0.0,0.0
3.1087732315063477,0.0,0.0,0.0
3.1189680099487305,-0.01,-0.01,-0.01
3.1292431354522705,0.0,0.0,0.0
3.1388120651245117,-0.01,-0.01,0.0
3.1490859985351562,0.0,0.0,0.0
3.161121129989624,0.0,0.0,-0.01
3.192544937133789,-0.01,0.0,-0.01
3.1934900283813477,0.0,-0.01,0.0
3.194253921508789,0.0,0.0,0.0
3.1983160972595215,-0.01,0.0,-0.01
3.208515167236328,0.0,0.0,0.0
3.2181081771850586,-0.01,0.0,0.0
3.2286770343780518,0.0,-0.01,0.0
3.2385740280151367,0.0,-0.01,-0.01
3.248810052871704,-0.01,0.0,-0.01
3.2605440616607666,-0.01,0.0,-0.01
3.2689781188964844,-0.01,-0.01,-0.01
3.2923190593719482,-0.01,0.0,0.0
3.293051242828369,-0.01,0.0,0.0
3.297883987426758,-0.01,0.0,0.0
3.3082990646362305,0.0,-0.01,0.0
3.318140983581543,-0.01,0.0,-0.01
3.328157901763916,0.0,-0.01,-0.01
3.3380789756774902,-0.01,-0.01,-0.01
3.348264217376709,-0.01,0.0,-0.01
3.360185146331787,-0.01,0.0,-0.01
3.3683440685272217,0.0,0.0,-0.01
3.389246940612793,0.0,-0.01,0.0
3.3900201320648193,0.0,0.0,0.0
3.397731065750122,0.0,-0.01,-0.01
3.4078280925750732,-0.01,-0.01,-0.01
3.417556047439575,-0.01,0.0,-0.01
3.4280571937561035,-0.01,-0.01,0.0
3.4376590251922607,-0.01,-0.01,0.0
3.4478940963745117,-0.01,-0.01,0.0
3.460160255432129,-0.01,-0.01,0.0
3.468248128890991,-0.01,-0.01,0.0
3.4920711517333984,0.0,0.0,0.0
3.4928112030029297,-0.01,0.0,0.0
3.4974000453948975,-0.01,-0.01,-0.01
3.5077219009399414,0.0,0.0,0.0
3.5176050662994385,0.0,-0.01,-0.01
3.527841091156006,0.0,0.0,0.0
3.537468910217285,0.0,0.0,0.0
3.5478920936584473,-0.01,0.0,-0.01
3.5599820613861084,0.0,0.0,0.0
3.567594051361084,-0.01,0.0,0.0
3.589674949645996,0.0,-0.01,0.0
3.590651035308838,-0.01,-0.01,-0.01
3.5972461700439453,-0.01,-0.01,0.0
3.6072981357574463,0.0,0.0,0.0
3.616957187652588,-0.01,0.0,-0.01
3.62746000289917,-0.01,-0.01,0.0
3.6373109817504883,-0.01,0.0,-0.01
3.647423028945923,0.0,0.0,-0.01
3.659036159515381,0.0,0.0,-0.01
3.667663097381592,-0.01,-0.01,-0.01
3.6913280487060547,-0.01,-0.02,-0.01
3.6921210289001465,-0.01,-0.02,-0.29
3.69667911529541,-0.01,-0.03,-0.59
3.70687198638916,-0.02,-0.03,-0.48
3.7167110443115234,-0.01,-0.05,-0.19
3.727229118347168,-0.02,-0.03,-0.01
3.7373909950256348,0.0,-0.01,0.0
3.746960163116455,-0.01,-0.04,0.02
3.759535074234009,-0.07,-0.19,0.09
3.766951084136963,-0.11,-0.3,0.09
3.7909841537475586,-0.14,-0.39,0.06
3.7918949127197266,-0.18,-0.49,0.07
3.7962260246276855,-0.07,-0.1,0.09
3.8063931465148926,-0.15,-0.15,0.16
3.8161869049072266,-0.28,-0.15,0.19
3.8265252113342285,-0.18,0.04,0.25
3.837489128112793,-0.14,0.05,0.31
3.8464741706848145,-0.18,0.06,0.14
3.8591411113739014,-0.29,0.02,-0.19
3.8667750358581543,-0.25,-0.46,-0.31
3.8909780979156494,-0.26,-1.08,-0.4
3.8919739723205566,-0.51,-1.33,-0.24
3.8960981369018555,-0.63,-1.38,0.12
3.906251907348633,-0.45,-1.89,0.56
3.916232109069824,-0.27,-2.56,0.93
3.926466941833496,-0.23,-3.11,1.09
3.9361560344696045,-0.26,-3.5,1.2
3.9462521076202393,-0.18,-4.1,1.31
3.958660125732422,0.1,-5.12,1.71
3.9665141105651855,0.27,-5.65,2.33
3.9918010234832764,0.34,-4.65,3.26
3.992828130722046,1.01,-3.56,2.97
3.9955151081085205,1.76,-0.62,-0.35
4.005806922912598,0.58,0.23,0.37
4.01577615737915,0.11,-0.32,0.42
4.026017189025879,-0.94,-0.93,0.61
4.035741090774536,-1.58,-1.62,0.6
4.045957088470459,-0.33,-0.56,0.38
4.0582661628723145,-0.64,-1.21,0.96
4.066266059875488,-0.94,-0.11,0.91
4.0916361808776855,-0.73,1.14,0.97
4.092696189880371,0.17,1.65,0.81
4.095335006713867,1.5,1.53,0.21
4.105571031570435,2.57,0.99,-0.66
4.115441083908081,3.1,0.35,-1.63
4.125718116760254,3.24,-0.15,-2.66
4.135358095169067,3.28,-0.69,-3.69
4.145851135253906,3.49,-1.23,-4.58
4.157073020935059,3.9,-1.76,-5.32
4.165568113327026,4.41,-2.09,-5.98
4.191813945770264,4.83,-1.79,-6.46
4.193201065063477,5.14,-0.95,-6.71
4.19482421875,5.34,0.08,-6.79
4.206274032592773,5.36,1.55,-6.69
4.2151641845703125,5.45,3.05,-6.42
4.225301027297974,5.5,4.11,-6.12
4.234877109527588,5.62,4.7,-5.75
4.245266914367676,5.85,4.53,-5.21
4.256556034088135,5.79,3.91,-4.24
4.264955997467041,5.22,3.15,-2.83
4.292169094085693,4.22,1.97,-1.17
4.2935709953308105,3.02,1.31,0.67
4.2945990562438965,1.34,1.35,2.57
4.307199001312256,-0.76,2.22,4.25
4.314887046813965,-3.26,3.26,5.7
4.324866056442261,-6.0,4.57,6.75
4.334619998931885,-8.13,5.31,7.69
4.344722032546997,-9.55,5.4,8.59
4.356671094894409,-9.82,5.34,9.38
4.3648681640625,-8.66,4.74,9.36
4.389804124832153,-6.87,3.53,8.22
4.391164064407349,-5.14,2.42,6.4
4.394313097000122,-3.88,1.23,4.77
4.407419204711914,-2.87,0.19,3.71
4.414379119873047,-1.85,-0.54,3.03
4.42447304725647,-0.64,-0.77,2.26
4.434250116348267,0.99,-0.49,1.2
4.4447221755981445,2.99,0.05,-0.06
4.4566590785980225,5.06,0.61,-1.38
4.464452028274536,6.84,1.06,-2.53
4.491196155548096,8.1,1.13,-3.39
4.4924821853637695,8.91,0.73,-3.94
4.493716239929199,9.34,0.1,-4.34
4.507380962371826,9.61,-0.65,-4.53
4.514078140258789,9.77,-1.51,-4.67
4.524133205413818,9.69,-2.26,-4.64
4.534279108047485,9.37,-2.65,-4.49
4.544306039810181,8.96,-3.15,-4.33
4.5576171875,8.52,-3.8,-4.1
4.564455986022949,8.07,-4.55,-3.73
4.594728946685791,7.42,-5.09,-3.19
4.596322059631348,6.27,-5.27,-2.5
4.5971760749816895,4.87,-4.64,-1.66
4.607036113739014,2.67,-3.34,-0.12
4.613766193389893,-0.49,-1.65,1.9
4.623799085617065,-3.78,-0.33,3.06
4.633749961853027,-7.47,1.81,4.41
4.644031047821045,-10.04,2.32,5.4
4.675974130630493,-11.94,2.95,6.28
4.677367210388184,-13.0,3.24,6.75
4.67823600769043,-13.36,3.34,6.88
4.683236122131348,-13.26,3.36,6.79
4.693356037139893,-12.65,3.29,6.51
4.703519105911255,-11.63,2.98,6.16
4.713435173034668,-10.32,2.78,5.69
4.7233991622924805,-9.14,2.7,5.2
4.733235120773315,-8.23,2.6,4.8
4.743653059005737,-7.21,2.74,4.34
4.776330947875977,-6.07,3.04,3.8
4.777716159820557,-4.76,3.48,3.27
4.778587102890015,-3.5,3.92,2.77
4.782900094985962,-2.25,4.17,2.19
4.792987108230591,-0.91,4.3,1.52
4.8032002449035645,0.34,4.07,0.84
4.813204050064087,1.51,3.44,0.23
4.823122978210449,2.52,2.56,-0.33
4.832927227020264,3.35,1.48,-0.83
4.843281030654907,4.09,0.31,-1.2
4.876429080963135,4.71,-0.78,-1.42
4.877772092819214,5.06,-1.74,-1.64
4.87863302230835,5.13,-2.5,-1.87
4.882319927215576,5.02,-2.94,-2.08
4.892301082611084,4.79,-3.05,-2.25
4.9027299880981445,4.43,-3.07,-2.33
4.912694931030273,3.98,-3.09,-2.19
4.9227070808410645,3.48,-2.98,-1.72
4.932645082473755,3.02,-2.65,-1.17
4.9428391456604,2.66,-2.2,-0.71
4.953858137130737,2.35,-1.28,-0.43
4.978154182434082,2.03,-0.26,-0.29
4.978999137878418,1.71,0.64,-0.28
4.98203706741333,1.43,1.4,-0.44
4.992005109786987,1.27,2.04,-0.64
5.0024590492248535,1.41,1.24,-1.15
5.0124781131744385,1.4,-0.11,-1.74
5.022447109222412,0.84,-0.51,-2.31
5.032392978668213,0.01,-0.3,-2.87
5.0425519943237305,-0.8,0.4,-2.72
5.054995059967041,-1.45,1.79,-2.29
5.079813003540039,-1.78,3.39,-1.79
5.080670118331909,-1.86,4.22,-1.2
5.081636905670166,-1.77,4.14,-0.49
5.091660022735596,-1.6,3.87,-0.09
5.101567029953003,-1.44,3.42,-0.09
5.112010955810547,-1.31,2.89,-0.1
5.122133255004883,-1.4,2.57,-0.29
5.13186502456665,-1.65,2.35,-0.64
5.142192125320435,-1.82,1.92,-0.95
5.1532111167907715,-1.89,1.29,-0.86
5.179647922515869,-2.06,0.79,-0.6
5.180516242980957,-2.36,0.4,-0.23
5.181373119354248,-2.81,0.35,0.14
5.191288948059082,-3.04,1.91,0.5
5.201241970062256,-2.9,2.81,0.69
5.211731910705566,-2.51,2.61,0.54
5.222347021102905,-1.93,1.59,0.23
5.231592178344727,-1.26,0.93,-0.04
5.242043972015381,-0.59,0.51,-0.15
5.2529730796813965,-0.06,0.07,-0.23
5.279397010803223,0.24,-0.37,-0.47
5.2802650928497314,0.34,-0.6,-0.87
5.280970096588135,0.32,-0.43,-1.18
5.291003227233887,0.31,-0.41,-1.36
5.3010640144348145,0.33,-0.42,-1.51
5.31148624420166,0.38,-0.45,-1.62
5.321519136428833,0.43,-0.61,-1.67
5.331299066543579,0.52,-0.8,-1.64
5.34138298034668,0.65,-1.02,-1.59
5.352489948272705,0.8,-1.4,-1.53
5.380431175231934,1.02,-1.86,-1.46
5.381293058395386,1.34,-2.32,-1.37
5.382134914398193,1.78,-2.65,-1.24
5.390704154968262,2.29,-2.8,-1.09
5.400998115539551,2.82,-2.83,-0.92
5.411232948303223,3.28,-2.78,-0.79
5.420926094055176,2.76,-2.88,-0.84
5.431325912475586,2.14,-2.58,-0.93
5.441129207611084,1.69,-2.13,-0.88
5.452215194702148,1.33,-1.75,-0.87
5.480749130249023,1.15,-1.47,-0.83
5.481603145599365,1.1,-1.26,-0.68
5.48236608505249,1.02,-1.1,-0.48
5.49035906791687,0.83,-0.96,-0.22
5.500201225280762,0.6,-0.77,0.01
5.510678052902222,0.37,-0.61,0.19
5.520442962646484,0.13,-0.48,0.31
5.530718088150024,-0.06,-0.36,0.37
5.540823936462402,-0.21,-0.23,0.4
5.551858901977539,-0.33,-0.06,0.35
5.58046293258667,-0.4,0.14,0.26
5.581243991851807,-0.43,0.28,0.17
5.581895112991333,-0.43,0.31,0.09
5.589941024780273,-0.41,0.26,0.04
5.599926948547363,-0.34,0.19,0.01
5.610319137573242,-0.25,0.08,-0.02
5.620506048202515,-0.16,-0.08,-0.09
5.630259037017822,-0.04,-0.18,-0.12
5.640259027481079,0.08,-0.27,-0.12
5.650248050689697,0.16,-0.36,-0.12
5.680075168609619,0.19,-0.43,-0.13
5.68087100982666,0.19,-0.44,-0.15
5.681533098220825,0.17,-0.44,-0.18
5.689515113830566,0.14,-0.42,-0.23
5.699933052062988,0.13,-0.37,-0.27
5.70995306968689,0.14,-0.29,-0.3
5.719754219055176,0.14,-0.2,-0.33
5.72974705696106,0.13,-0.1,-0.33
5.740119934082031,0.06,-0.03,-0.29
5.750068187713623,-0.03,0.02,-0.22
5.7793190479278564,-0.13,0.05,-0.14
5.780168056488037,-0.17,0.06,-0.09
5.780949115753174,-0.17,0.04,-0.05
5.7892069816589355,-0.12,0.0,-0.02
5.799716949462891,-0.02,-0.05,-0.01
5.809566020965576,0.09,-0.06,-0.01
5.819608211517334,0.18,-0.05,-0.02
5.829819202423096,0.25,-0.06,-0.05
5.840335130691528,0.26,-0.09,-0.08
5.849913120269775,0.22,-0.12,-0.11
5.88044810295105,0.17,-0.15,-0.13
5.881165981292725,0.15,-0.17,-0.14
5.8818230628967285,0.17,-0.18,-0.14
5.888674020767212,0.2,-0.23,-0.14
5.898949146270752,0.22,-0.32,-0.12
5.908868074417114,0.24,-0.44,-0.08
5.919597148895264,0.2,-0.52,-0.06
5.929378986358643,0.14,-0.51,-0.03
5.939970016479492,0.06,-0.41,0.01
5.949173927307129,-0.01,-0.33,0.09
5.979543209075928,-0.07,-0.31,0.18
5.980408191680908,0.03,-0.14,0.2
5.982317924499512,0.29,0.04,0.04
5.992279052734375,0.25,-0.33,-0.06
6.0023369789123535,0.05,-0.84,0.03
6.013026237487793,-0.04,-1.13,0.19
6.023396968841553,0.11,-1.06,0.22
6.032916069030762,0.38,-0.65,0.13
